reward
248.60844
248.60844
248.60844
248.60844
248.60844
248.60844
248.60844
248.60844
248.60844
248.60844
248.60844
248.60844
18.907852
18.907852
18.907852
18.907852
18.907852
18.907852
18.907852
18.907852
18.907852
18.907852
18.907852
18.907852
18.907852
18.907852
18.907852
18.907852
18.907852
18.907852
18.907852
18.907852
18.907852
18.907852
118.254627
118.254627
118.254627
118.254627
118.254627
118.254627
118.254627
118.254627
118.254627
118.254627
118.254627
118.254627
118.254627
118.254627
118.254627
118.254627
118.254627
118.254627
118.254627
118.254627
118.254627
118.254627
118.254627
128.536983
128.536983
128.536983
128.536983
128.536983
128.536983
128.536983
128.536983
128.536983
128.536983
128.536983
128.536983
128.536983
128.536983
128.536983
128.536983
128.536983
128.536983
128.536983
128.536983
128.536983
108.985426
108.985426
108.985426
108.985426
108.985426
108.985426
108.985426
108.985426
108.985426
108.985426
108.985426
108.985426
108.985426
108.985426
108.985426
108.985426
108.985426
108.985426
108.985426
108.985426
108.985426
108.985426
108.985426
108.985426
108.985426
108.985426
108.985426
108.985426
108.985426
108.985426
108.985426
108.985426
217.672169
217.672169
217.672169
217.672169
217.672169
217.672169
217.672169
217.672169
217.672169
217.672169
217.672169
217.672169
217.672169
217.672169
217.672169
217.672169
217.672169
217.672169
217.672169
217.672169
217.672169
217.672169
217.672169
217.672169
217.672169
217.672169
158.92057
158.92057
158.92057
158.92057
158.92057
158.92057
158.92057
158.92057
158.92057
158.92057
158.92057
158.92057
158.92057
158.92057
158.92057
158.92057
158.92057
158.92057
158.92057
88.916485
88.916485
88.916485
88.916485
88.916485
88.916485
88.916485
88.916485
88.916485
88.916485
88.916485
88.916485
88.916485
88.916485
88.916485
88.916485
88.916485
88.916485
88.916485
88.916485
88.916485
88.916485
88.916485
88.916485
88.916485
88.916485
88.916485
88.916485
88.916485
88.916485
88.916485
88.916485
88.916485
88.916485
238.359237
238.359237
238.359237
238.359237
238.359237
238.359237
238.359237
238.359237
238.359237
238.359237
238.359237
238.359237
238.359237
238.359237
238.359237
238.359237
238.359237
238.359237
238.359237
238.359237
238.359237
238.359237
238.359237
238.359237
238.359237
238.359237
238.359237
238.359237
238.359237
238.359237
238.359237
238.359237
218.091861
218.091861
218.091861
218.091861
218.091861
218.091861
218.091861
218.091861
218.091861
218.091861
218.091861
218.091861
218.091861
218.091861
218.091861
218.091861
218.091861
218.091861
218.091861
218.091861
218.091861
218.091861
218.091861
218.091861
218.091861
218.091861
218.091861
218.091861
218.091861
218.091861
218.091861
207.201953
207.201953
207.201953
207.201953
207.201953
207.201953
207.201953
207.201953
207.201953
207.201953
207.201953
207.201953
207.201953
207.201953
207.201953
49.026943
49.026943
49.026943
49.026943
49.026943
49.026943
49.026943
49.026943
49.026943
49.026943
49.026943
49.026943
49.026943
49.026943
49.026943
48.991557
48.991557
48.991557
48.991557
48.991557
48.991557
48.991557
48.991557
48.991557
48.991557
48.991557
48.991557
48.991557
48.991557
48.991557
48.991557
48.991557
48.991557
48.991557
48.991557
48.991557
